clean_comment,usyk_sentiment,fury_sentiment
ill stick to my prediction usyk will make fury quit fury will probably feign an injury to save face [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
no way usyk beat fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
im sure usyk ha seen those fight n is prepared for itwhether he can execute his evasion planswho knowsyes flab king will try sm dodgy stuntsi guess easy fight clean fightn usyk dsnt seem like an easy fightlet it happen n we will find out [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk will be to fast for slow tyson [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
yeah of course fury will box usyk and pig will fly [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
hrgovic v zhang should rematch a they wait for fury v usyk seeing a alot of people think he won first won [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
buzzing fury v usyk is finally happening [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
frank sorry fella but usyk is a better boxer then fury better angle better footwork in and out and all about also much quicker set trap always and pound pound great even more so now tyson think he a bruiser [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
new title frank reveals nothing new about fury v usyk but make a few decent joke about builder [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
i dont believe frank with regard to furyusyk he very guarded [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
the title say warren reveals detail of fury v usyk but im struggling to find the part in the video where he reveals the date and venue im sure it in here somewhere because youve stated a much in the title i just cant find it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
frank look like he swaying about some med or red wine the only reason fury usyk ha been announced is to give fury nganu fight some credit frank pissed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
frank look year younger since tyson v usyk agreement [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
usyk agreed to fight fury only if they dropped the dubois appeal fact sneaky warren [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
retire frank your a joke now fury usyk will stink place out then frank will put another mma fighter on ffs [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury win usyk didnt fight a well a usual when fighting dubois which he had to cheat to win dubois won that fight fury agrees with that to and will make sure he teach usyk a lesson also cant wait for ngannou v fury oct th god bless [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
he is weak to the stomach a couple of fighter hurt him usyk fighting at cruiser weight for the title the big hitting blonde haired cruiser weight fighter hurt him to the midriff aj went to the midriff this will be in tyson plan ok [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk cant hurt fury so how do you keep a pound man off you with just a good or better stamen then you in a boxing match fury win late round stoppage or point he can do both [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury outboxes usyk then knock him out within round fury will be disguising that body shot all fight then boom until then jab jab jab [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
ill be impressed with fury if he doe actually get in the ring with usyk a i dont think he belief hell beat him usyk seems supremely confident that hell beat fury though [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
calm down fury aint fighting usyk it just a way to give the fury ngannou fight cred [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
the knowledge spiritfearon backing the brit wonder if usyk will target that body [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fury ha taken this fight because dubois shown vulnerability that usyk ha fury belief now he can take him out [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
told the casuals for the longest fury wa gon na fight usyk only casuals thought fury wa ducking him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
usyk v fury is a million x better who is bank eubank anyways [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
usyk is so much smarter of a fighter than fury he will beat him on point handily [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
wilder viciously and spectaculary ko joshua inside round and fury lean all over usyk and stop him around the th round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
taking advice on beating usyk from tony bellend is like taking relationship advice from wayne rooney [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
switched up his whole narrative now fury need to give up all his advantage to beat usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
bellews face when fury beat usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
why are people debating whats bigger furyusyk v eubankbenn but then again it only matchroom simps and co that are saying that we all know fury v usyk is the biggest fight in boxing [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
haha the bell end didnt want to admit that hed watch furyusyk over the pony eubank v benn domestic fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
im adamant tyson is more likely to fight someone called adam and someone called ant than fight usyk at any point [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury would of made more money to fight usyk in saudi but he wanted more money than wa in the whol pot usyk signed for that fight it isnt about money it about fury being scared [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
tyson cant get sober for a proper camp currently if we never see the usyk fight thats the probable reason [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
always been huge fury fan but getting fedup of this greed and money talk get on and fight usyk and aj or vacate the belt and retire it beyond a joke now [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
the saudi are hot for the fury right now because aj stunk the place out in ruiz usyk rematch [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fury wont fight usyk coz if he doe and becomes one champion it will be mandatory after mandatory [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
strangely after usyk v dubois fury want to fight usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
there are two fight the public want to see imo tyson v usyk and tyson v josh then it is done for this era [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
well usyk cant duck fury forever now can he maybe fury offering a fight for rd time might be the charm [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury v aj aj v wilder usyk v fury wilder v usyk fury v ruiz usyk v wilder any of those fight please the rest i dont care [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
were more likely to get fury v usyk than aj v wilder [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury is a disgrace if he step into an octagon he get destroyed easily he should focus on undisputed with usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury said from his own mouth that he aint fighting boxer again because they dont generate enough money and all these wet wipe defending him billion wouldnt get fury in the ring with usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury is no longer a boxer he a clown in a circus fury usyk is not guna happen simple a that [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
the worst thing that could happen is if aj duck wilder and ruiz and wilder v ruiz doesnt get made and then wilder fight usyk because then what wilder v fury a wilder leaf usyk twitching on the canvas [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
not a chance fury know how good usyk is and will continue to avoid him until he retires again [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
is there any truth to the rumor circulating hollywood that olexander usyk fury andy montana ruiz dillian whyte daniel dubois and especially anthony joshua are still afraid of deontay wilder yes or no agile mobil and hostile bomb squad [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
hateman is eating humble pie and is cry on the inside that fury v usyk is happening meanwhile aj v wilder failed to make undisputed oops [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury will fight francis get injured and pull out of the usyk fight the perfect excuse to save face and not actually fight usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury is gon na batter that ukrainian dosser cant wait [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
gypsy queen will make some outrageous demand to avoid fighting usyk just like he did the last time until i see greedy belly in the ring with usyk ill never believe it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
hatman how much do you want to bet fury doesnt fight usyk in december or january maybe this time next year maybe [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
tyson fury will not fight usyk because he will move the goal post again [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
usyk rimmers fury is going to pound his face in [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury size is grossly overestimated he very similar in height to anthony joshua otto wallin is not much taller than usyk and he gave fury a world of trouble im backing usyk in this one [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
cant believe people are believing this stunt this is just because the projected figure for the circus fight must be looking bad so hence why they come out with this out of the blue a promotion boost fury ha no intention of fighting usyk or any credible contender [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury ha ngannou about week before usyk i know fury can sleepwalk past nyannou but i can see injury and sickness coming up from fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury get a small injury with the ngannou fight and find a way to get out the usyk fight yet again [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
hatman if you believe the usyk v fury fight is gon na happen then youre more naive than little red riding hood dont believe this fight until it happens [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
oh here we go now that fury and usyk are fighting this hatman weapon still somehow criticises fury whilst reinforcing my opinion that he hatman is a fat narcissist [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i always said fury will fight him it wa always a matter of timing and same situation with joshua i wonder if the hater will be so quick to say they were wrong im hoping and expecting fury to beat usyk but ya never no and fury will find him hard to find in the early round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
u said fury cant outbox usyk u think u know what you on about [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fyry is going to work on his power shot to the belly usyk is going to work on guarding that belly unless fury land that body shot and close the show i got usyk by decision [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
fury is not gon na fight usyk he know usyk will take that belt and end his career [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i wa expecting hatman to be more skeptical than this after month of talking about fury doing anything to avoid fighting usyk youre just buying into this one straight away a if it totally on the card now [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i prefer usyk a a fighter but im expecting a fury ud i just think he too big and too skilled [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
fury expose himself a the ducker again he been ducking usyk till he think he weak [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
disc clown nose nothing about boxing fury win easy all day everyday and fury new from day one he could beat the ukraine big fight take time to happen no one wa scared to all fureys hater what are you going to say when he win do ukrainian wa too small you will make up something to say anyway [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
it a close call but im thinking in favour of usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
hatman already making excuse for when fury school usyk the truth is fury got the money he wa waiting for [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury is opening the show in saudi closing the season with usyk they love him out there [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
i think frank wa waiting for the outcome of joyce zhang also if joyce had won i reckon hed push for that mandatory and have usyk fight him before the fury fight in order to a youve said put further damage on usyk beforehand [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
i thought fury wa ducking usyk hatman youve made at least video saying fury ducked [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
it wa the public backlash fury ha been acting real salty in his interview lately saying he ha no interest in fighting usyk just want money thats him just being salty d [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury mind game have gone too far imagine only fighting ngannou to throw scent off the usyk fight loosing all his fan and hope for undisputed in the process just to do the unexpected hel prob fight joshua at wembley in december instead [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
yep all fury ha to do is punch usyk in the bladder harder than dubois and hope he cant get up or get completely schooled when usyk doe actually get up [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
no hatman you are totally off it all about the money they payed fury enough money thats it nothing to do with fury being worried just watch them both fight chisora and you can see that fury is level above usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
signed co zhang might be coming to dethrone usyk and fury want to be the first [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
ngannou knock fury out in th then we will see fury v usyk in like year and fury will bite usyks ear twice [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
now we will know who is the greatest of all time tyson or usyk undisputed champion all the belt on the line [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
usyk is so clever he obviously taking a hit on the purse but fury ha been tricked like aj easy work for usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
he wa always going to fight usyk the game he played didnt work in his favour but fury is going to love rubbing it in all the fake fan face [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
i think a combination of fan backlash and usyk getting dropped with a body blow now fury ha gathered up courage to come out of hiding [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
lolall you doubter better support that nazi supporter usykfury gon na silent all these idiot and confirm why he is the gypsy king [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
ill believe it when fury is gloved up in the ring opposite usyk i dont wan na hear it read it or see it until then [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
wait usyk v dubious rematch get ordered and fury and warren know this lol [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
ill believe it when i see oleksandrusyk in the ring against greedybelly but until then i dont trust the fighter with the dadbod sorry [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
so if fury ko usyk he the best heavyweight on the planet [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury wa never hesitant to get in the ring with usyk he wa hesitant to fight for much le money than theyre going to [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
i have a feeling usyk deliberately acted out in dubois fight to bait out fury and when they both finally meet in december then usyk will fight like he fought aj from their first match [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
if this fight doe happen then it is because nobody want the ngannou fight and so he cant fight jones usyk wa hurt to the body massive money fury is universally hated [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
tyson your fantastic but dont agree with your usyk assessment that wa a low blow and usyk beat him fair [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk would get pimp slapped from tyson fact man just out here making it look easy at this point like a little sparring sesh for him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
tyson will fight usyk money will be huge when saudi come in [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
why talk about all the excuse why not talk about undisputed fight with usyk im a big fan but ducking usyk wa my biggest disappointment seriously [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
he ducking usyk in boxing a if he would want to fight that beast in mma [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
proof that fury told him not to ask him question about usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
how strange tyson not wanting to fight usyk or aj just going for payday in exibitions like mma [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
somebody should point out to tyson that saying usyk lost by ko to dubois is a ridiculous a saying fury lost by ko to wilder [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
dont kid yourself tyson usyk wouldve gotten up if the ref started counted [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
the good news is that tyson roadrunner fury said if daniel kneebois beat usyk he wouldve had a chance to face him for the wbc unfortunately he lost so thjat mean speedygonusyk ha a chance to beat yo a roadrunner beep beep [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
tyson fury the gypsy king will play with usyk like a child and knock him out cold within round next fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
tyson is making excuse not to fight usyk endoff [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
ive watched the whole of the fury and i didnt realise how high and low tyson getsi honestly think he not scared of usyk he not scared of losing it once he beat usyk there no one else to get up for dont say joshua he got no hope [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
why didnt tyson fight usyk and cripple the body [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
usyk and his cheerleader alex krassyuk ha to go cap in hand now to the gypsy king fury is the man with the real saudi backer usyk backed the wrong horse skill challange are done [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
cool story except you can clearly see usyks belly button at the start of round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
if usyk lost then fury got counted out usyks wa a blow though in my opinion [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
fury opening riyadh season against ngannou and closing it by smashing usyk with a body shot for every belt hater gon na hate [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury will retire a the goat ngannou usyk gayj and the zhangjoyce winner for sure [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fury is going to smash usyk and uysk know it he got smashed by ddd and lost that fight we all know it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
lol ngannou beat fury and usyk lost to dubois it should really be dubois ngannou for undisputed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
the way fury talk i think fury genuinely doesnt like usyk since talk broke down that first time [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury insecurity is on full display here team usyk all the way love from the uk the country that ha denounced the fraud that is luke fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is a different animal a fury will soon see [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
i feel that all usyk needed to say to get under fury skin wa i should be fighting ngannou right now after your last fight that would absolutely rattle him i like both guy but just want usyk to get the win to knock fury down a few peg [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
too many people sleeping on fury beat usyk in the late round mark my word [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i hope usyk teach tyson a lesson on how to act with more class good luck [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
no doubt in my mind that tyson fury will break usyk klitschko wa a better boxer than usyk and he got schooled by fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i dont like both but i hope usyk beat the crap out of fury big mouth [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk ha fought nobodyso what he beat garbage soft azz aj twicewho got sparked by fat shirt out of shape ruiztyson fury knock him out by round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
it funny how all of you guy supported fury now you are supporting joshua once again because you think he is good now after he beat wallin and then if fury beat usyk you will support him again pathetic [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
love fury antic he hilarious really getting interest in the fight hell beat usyk and become the undisputed great of the generation [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
all these people hating on fury it funny to be honest imagine both guy where like usyk the fight would not sell the press conference would just be a ten minuet chat and then silence i like both fighter but fury all day long [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fury for the win usyk will not take the body shot in the later round fury ha a longer reach great stamen should fury beat usyk i think he should retire ontop the undisputed unbeaten and let the achievement speak for themselves usyk ha never fought a gypsy before [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
the amount of people sleeping on fury after the francis fight is phenomenal to me lol i can not wait to come back here after tyson literally box the ear off usyk lol tyson is a once in a lifetime freak of nature with his size and movement and the world is about to be reminded again [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk will destroy clown fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury is going to put usyk to sleep in a bad way he going to wake up in the hospital fury mean business this time im actually scared for usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
ive literally never seen anyone talk about how usyk ha changed the landscape of boxing in the heavyweight division in the last two year he beating tremendously larger men than himself with relative ease tyson fury is reading this you shouldnt underestimate him thats a deadly mistake [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
i like usyks his wa always my favourite but fury just might nick it bear in mind fury is full of energy inside the ring or outside the ring usyks punching power is not more then wilder fury ha done fight with wilder like it or not usyks will loose sadly [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i think usyk beat fury by ud a long a the judge arent corrupt [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
in the s and s fury would have been a nobody usyk too by the way [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
i dont like how fury is behaving here but i think the last fight he had wa a nice wakeup call and i believe his style is a perfect counter to usyk so if the usyk still manages to win i will be really impressed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk need to work his trash talking game [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
i liked when fury beat wilder but i see fury a bit too stupid now usyk is more polite and deserves to beat fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i kinda hate fury now a grown man behaving like a year old let usyk speak dafu [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
based on fury fight in riyadh last week he ha no chance against usyk he will be outclassed he too fat now usyk is unbeaten [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyks humility is one of the lesson of life that fury is about to learn the hard way [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
what a gentleman usyk is it is really sad to see people making a show of himself like that usyk to win xxxxx [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury calling usyk ugly when he built like spongebob squarepants make it make sense [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
funny fury asking if usyk realy won the last fight his ego is so big but it make him a big a a little kid so big so small [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury talk that heightened shit because he ha to to hype himself up because he is nervous he ha no leg and he know usyk hit harder then people think [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
